	episode_key	title	season	sequence_in_season	air_date	title_upper	title_camel	imdb	rank_webvectors_gigaword29	matched_tokens_count_webvectors_gigaword29	unmatched_tokens_count_webvectors_gigaword29	matched_tokens_webvectors_gigaword29	unmatched_tokens_webvectors_gigaword29	score_webvectors_gigaword29	rank_webvectors_enwiki223	matched_tokens_count_webvectors_enwiki223	unmatched_tokens_count_webvectors_enwiki223	matched_tokens_webvectors_enwiki223	unmatched_tokens_webvectors_enwiki223	score_webvectors_enwiki223	rank_glove_6B300d	matched_tokens_count_glove_6B300d	unmatched_tokens_count_glove_6B300d	matched_tokens_glove_6B300d	unmatched_tokens_glove_6B300d	score_glove_6B300d	rank_glove_twitter27B200d	matched_tokens_count_glove_twitter27B200d	unmatched_tokens_count_glove_twitter27B200d	matched_tokens_glove_twitter27B200d	unmatched_tokens_glove_twitter27B200d	score_glove_twitter27B200d	rank_glove_twitter27B100d	matched_tokens_count_glove_twitter27B100d	unmatched_tokens_count_glove_twitter27B100d	matched_tokens_glove_twitter27B100d	unmatched_tokens_glove_twitter27B100d	score_glove_twitter27B100d	rank_glove_42B300d	matched_tokens_count_glove_42B300d	unmatched_tokens_count_glove_42B300d	matched_tokens_glove_42B300d	unmatched_tokens_glove_42B300d	score_glove_42B300d	rank_glove_840B300d	matched_tokens_count_glove_840B300d	unmatched_tokens_count_glove_840B300d	matched_tokens_glove_840B300d	unmatched_tokens_glove_840B300d	score_glove_840B300d	rank_fasttext_wikinews300d1M	matched_tokens_count_fasttext_wikinews300d1M	unmatched_tokens_count_fasttext_wikinews300d1M	matched_tokens_fasttext_wikinews300d1M	unmatched_tokens_fasttext_wikinews300d1M	score_fasttext_wikinews300d1M	rank_fasttext_crawl300d2M	matched_tokens_count_fasttext_crawl300d2M	unmatched_tokens_count_fasttext_crawl300d2M	matched_tokens_fasttext_crawl300d2M	unmatched_tokens_fasttext_crawl300d2M	score_fasttext_crawl300d2M	rank_openai_ada002	matched_tokens_count_openai_ada002	unmatched_tokens_count_openai_ada002	score_openai_ada002
51	153	The Bonding	3	5	1989-10-21 0:00:00	THE BONDING	The Bonding	A startling surprise awaits the crew of the Enterprise when a mission costs the life of a crew member, who left her son behind.	7	7	6	surprise_NOUN, crew_VERB, mission_NOUN, life_NOUN, crew_VERB, member_NOUN, son_NOUN	startling_VERB, awaits_NOUN, enterprise_ADJ, costs_NOUN, left_VERB, behind_ADP	83.14525	6	9	4	surprise_NOUN, crew_VERB, enterprise_ADJ, mission_NOUN, life_NOUN, crew_VERB, member_NOUN, left_VERB, son_NOUN	startling_VERB, awaits_NOUN, costs_NOUN, behind_ADP	83.672845	25	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		89.958084	11	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		94.998145	33	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		95.858896	2	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		96.07714	7	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		92.682517	20	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		95.13732	5	13	0	startling, surprise, awaits, crew, enterprise, mission, costs, life, crew, member, left, son, behind		87.72212	40	26	0	91.09487
52	154	Booby Trap	3	6	1989-10-28 0:00:00	BOOBY TRAP	Booby Trap	The Enterprise triggers an ancient yet effective trap left by an extinct race, with a perfectly preserved derelict ship serving as cheese for Picard.	12	9	7	enterprise_NOUN, yet_ADV, effective_ADJ, trap_NOUN, extinct_ADJ, race_NOUN, perfectly_ADV, derelict_ADJ, ship_NOUN	triggers_NOUN, ancient_VERB, left_VERB, preserved_VERB, serving_VERB, cheese_ADJ, picard_NOUN	88.14121499999999	64	14	2	enterprise_NOUN, ancient_VERB, yet_ADV, effective_ADJ, trap_NOUN, left_VERB, extinct_ADJ, race_NOUN, preserved_VERB, derelict_ADJ, ship_NOUN, serving_VERB, cheese_ADJ, picard_NOUN	triggers_NOUN, perfectly_ADV	87.80767	36	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		85.58808	42	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		92.97386399999999	50	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		93.41978	57	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		94.6455	61	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		91.33886	47	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		95.69369	57	16	0	enterprise, triggers, ancient, yet, effective, trap, left, extinct, race, perfectly, preserved, derelict, ship, serving, cheese, picard		90.24723999999999	24	29	0	91.91974
53	155	The Enemy	3	7	1989-11-04 0:00:00	THE ENEMY	The Enemy	La Forge gets left behind on a storm-plagued planet when the rest of his team encounters a Romulan warrior.	3	5	8	la_NOUN, storm_NOUN, planet_NOUN, rest_NOUN, team_NOUN	forge_NOUN, gets_VERB, left_VERB, behind_ADP, plagued_VERB, encounters_NOUN, romulan_VERB, warrior_ADJ	84.05002999999999	11	9	4	la_NOUN, forge_NOUN, gets_VERB, left_VERB, storm_NOUN, planet_NOUN, rest_NOUN, team_NOUN, warrior_ADJ	behind_ADP, plagued_VERB, encounters_NOUN, romulan_VERB	85.46546699999999	2	13	0	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, romulan, warrior		86.481595	1	13	0	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, romulan, warrior		94.995165	2	13	0	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, romulan, warrior		95.517606	3	13	0	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, romulan, warrior		94.51703	5	13	0	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, romulan, warrior		91.50443	2	12	1	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, warrior	romulan	95.322835	1	13	0	la, forge, gets, left, behind, storm, plagued, planet, rest, team, encounters, romulan, warrior		90.94658	1	24	0	93.341744
54	156	The Price	3	8	1989-11-11 0:00:00	THE PRICE	The Price	While the Enterprise hosts negotiations for control of a stable wormhole, Troi forms a personal relationship with an opposing negotiator, unaware of his true being.	4	8	6	enterprise_NOUN, control_VERB, stable_ADJ, personal_ADJ, relationship_NOUN, negotiator_NOUN, unaware_NOUN, true_ADJ	hosts_NOUN, negotiations_NOUN, wormhole_ADJ, troi_NOUN, forms_NOUN, opposing_VERB	85.67939	1	11	3	enterprise_NOUN, control_VERB, stable_ADJ, wormhole_ADJ, troi_NOUN, forms_NOUN, personal_ADJ, relationship_NOUN, negotiator_NOUN, unaware_NOUN, true_ADJ	hosts_NOUN, negotiations_NOUN, opposing_VERB	88.882995	2	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		85.11532000000001	17	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		89.74441	24	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		90.46235	7	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		93.06978000000001	6	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		89.55878	1	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		94.800985	1	14	0	enterprise, hosts, negotiations, control, stable, wormhole, troi, forms, personal, relationship, opposing, negotiator, unaware, true		89.14668	4	31	0	92.98347
55	157	The Vengeance Factor	3	9	1989-11-18 0:00:00	THE VENGEANCE FACTOR	The Vengeance Factor	"The Enterprise pursues a race of ""gatherers"" who continue to raid Federation outposts, unaware of the dangers lurking among them."	53	6	6	enterprise_NOUN, race_NOUN, continue_VERB, raid_VERB, federation_NOUN, unaware_ADJ	pursues_NOUN, gatherers_NOUN, outposts_NOUN, dangers_NOUN, lurking_VERB, among_ADP	82.694846	28	6	6	enterprise_NOUN, race_NOUN, continue_VERB, raid_VERB, federation_NOUN, unaware_ADJ	pursues_NOUN, gatherers_NOUN, outposts_NOUN, dangers_NOUN, lurking_VERB, among_ADP	81.73412	15	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		80.506873	53	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		83.786833	60	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		83.918774	23	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		89.648175	14	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		86.08082999999999	17	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		93.241906	4	12	0	enterprise, pursues, race, gatherers, continue, raid, federation, outposts, unaware, dangers, lurking, among		85.69375000000001	5	27	0	91.784644
56	158	The Defector	3	10	1989-12-30 0:00:00	THE DEFECTOR	The Defector	When a Romulan officer defects to the Federation with a warning of a impending invasion, Capt. Picard struggles to decide if he is to be believed.	11	3	9	officer_NOUN, invasion_NOUN, capt_NOUN	romulan_ADJ, defects_NOUN, federation_VERB, warning_VERB, impending_VERB, picard_NOUN, struggles_VERB, decide_ADV, believed_VERB	73.63821	3	7	5	romulan_ADJ, officer_NOUN, warning_VERB, invasion_NOUN, capt_NOUN, picard_NOUN, decide_ADV	defects_NOUN, federation_VERB, impending_VERB, struggles_VERB, believed_VERB	84.79768	5	12	0	romulan, officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed		79.99678999999999	9	12	0	romulan, officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed		86.39993700000001	9	12	0	romulan, officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed		86.37101700000001	6	12	0	romulan, officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed		90.38365	6	12	0	romulan, officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed		86.16657	4	11	1	officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed	romulan	93.2809	7	12	0	romulan, officer, defects, federation, warning, impending, invasion, capt, picard, struggles, decide, believed		89.81278999999999	4	31	0	92.90999
57	159	The Hunted	3	11	1990-01-06 0:00:00	THE HUNTED	The Hunted	Investigating a planet applying for membership into the Federation, the crew of the Enterprise finds a group of inhabitants who used to be soldiers, but now fight for their very existence.	10	7	7	planet_NOUN, membership_NOUN, federation_NOUN, crew_VERB, group_NOUN, fight_VERB, existence_NOUN	investigating_VERB, applying_VERB, enterprise_ADJ, finds_NOUN, inhabitants_NOUN, used_VERB, soldiers_NOUN	82.86915	8	9	5	investigating_VERB, planet_NOUN, membership_NOUN, federation_NOUN, crew_VERB, enterprise_ADJ, group_NOUN, fight_VERB, existence_NOUN	applying_VERB, finds_NOUN, inhabitants_NOUN, used_VERB, soldiers_NOUN	83.413005	1	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		89.21508	2	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		94.00977999999999	2	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		94.744414	5	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		95.11104	4	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		92.17292	2	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		94.642574	7	14	0	investigating, planet, applying, membership, federation, crew, enterprise, finds, group, inhabitants, used, soldiers, fight, existence		87.528896	3	36	0	92.43375
58	160	The High Ground	3	12	1990-01-27 0:00:00	THE HIGH GROUND	The High Ground	While visiting a planet under civil war, Dr. Crusher is taken hostage by an opposing faction of the planet's ruling government.	3	9	4	civil_ADJ, war_NOUN, dr_NOUN, crusher_NOUN, hostage_NOUN, faction_NOUN, planet_NOUN, ruling_NOUN, government_NOUN	visiting_VERB, planet_ADJ, taken_VERB, opposing_VERB	84.91146	3	11	2	planet_ADJ, civil_ADJ, war_NOUN, dr_NOUN, crusher_NOUN, taken_VERB, hostage_NOUN, faction_NOUN, planet_NOUN, ruling_NOUN, government_NOUN	visiting_VERB, opposing_VERB	87.437415	4	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		84.80239	9	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		90.59027400000001	11	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		91.453034	7	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		92.28319	3	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		89.14674500000001	2	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		93.58033	3	13	0	visiting, planet, civil, war, dr, crusher, taken, hostage, opposing, faction, planet, ruling, government		87.60732399999999	1	25	0	92.885023
59	161	Deja Q	3	13	1990-02-03 0:00:00	DEJA Q	Deja Q	Much to Picard's displeasure, Q reappears on the Enterprise, claiming to have been ejected from the Q Continuum, and therefore, lost his powers.	2	4	9	much_ADJ, displeasure_NOUN, continuum_NOUN, therefore_ADV	picard_NOUN, q_NOUN, reappears_NOUN, enterprise_VERB, claiming_VERB, ejected_VERB, q_ADJ, lost_VERB, powers_NOUN	82.909346	14	8	5	much_ADJ, picard_NOUN, displeasure_NOUN, enterprise_VERB, ejected_VERB, continuum_NOUN, therefore_ADV, lost_VERB	q_NOUN, reappears_NOUN, claiming_VERB, q_ADJ, powers_NOUN	86.03891	2	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		83.14657	1	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		91.365707	14	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		92.74398000000001	8	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		93.463767	2	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		89.116037	1	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		94.859076	3	13	0	much, picard, displeasure, q, reappears, enterprise, claiming, ejected, q, continuum, therefore, lost, powers		89.19045	1	34	0	93.29827
60	162	A Matter of Perspective	3	14	1990-02-10 0:00:00	A MATTER OF PERSPECTIVE	A Matter Of Perspective	The widow of respected scientist Dr. Nel Apgar accuses Riker of seducing her and killing her husband. Rather than turn Riker over for unfavorable trial, the Enterprise reconstructs the facts.	10	8	11	widow_NOUN, dr_NOUN, nel_NOUN, husband_NOUN, rather_ADV, unfavorable_ADJ, trial_NOUN, enterprise_NOUN	respected_VERB, scientist_ADJ, apgar_NOUN, accuses_VERB, riker_NOUN, seducing_VERB, killing_VERB, turn_ADJ, riker_NOUN, reconstructs_VERB, facts_NOUN	83.371043	2	14	5	widow_NOUN, scientist_ADJ, dr_NOUN, nel_NOUN, riker_NOUN, killing_VERB, husband_NOUN, rather_ADV, turn_ADJ, riker_NOUN, unfavorable_ADJ, trial_NOUN, enterprise_NOUN, facts_NOUN	respected_VERB, apgar_NOUN, accuses_VERB, seducing_VERB, reconstructs_VERB	88.42875	2	19	0	widow, respected, scientist, dr, nel, apgar, accuses, riker, seducing, killing, husband, rather, turn, riker, unfavorable, trial, enterprise, reconstructs, facts		75.17342599999999	4	17	2	widow, respected, scientist, dr, nel, accuses, riker, seducing, killing, husband, rather, turn, riker, unfavorable, trial, enterprise, facts	apgar, reconstructs	92.572427	9	17	2	widow, respected, scientist, dr, nel, accuses, riker, seducing, killing, husband, rather, turn, riker, unfavorable, trial, enterprise, facts	apgar, reconstructs	93.05855600000001	6	19	0	widow, respected, scientist, dr, nel, apgar, accuses, riker, seducing, killing, husband, rather, turn, riker, unfavorable, trial, enterprise, reconstructs, facts		91.922534	4	19	0	widow, respected, scientist, dr, nel, apgar, accuses, riker, seducing, killing, husband, rather, turn, riker, unfavorable, trial, enterprise, reconstructs, facts		84.82409	12	16	3	widow, respected, scientist, dr, nel, accuses, seducing, killing, husband, rather, turn, unfavorable, trial, enterprise, reconstructs, facts	apgar, riker, riker	94.216853	1	19	0	widow, respected, scientist, dr, nel, apgar, accuses, riker, seducing, killing, husband, rather, turn, riker, unfavorable, trial, enterprise, reconstructs, facts		89.687186	1	40	0	93.378615
61	163	Yesterday's Enterprise	3	15	1990-02-17 0:00:00	YESTERDAY'S ENTERPRISE	Yesterday'S Enterprise	The Enterprise C enters the Enterprise D's time and space continuum, where they find Picard and crew in a constant state of war with the Klingons, and only Guinan knows it.	15	9	7	enterprise_NOUN, time_NOUN, space_NOUN, continuum_NOUN, find_VERB, crew_NOUN, constant_ADJ, state_NOUN, war_NOUN	c_NOUN, enters_NOUN, enterprise_VERB, picard_NOUN, klingons_NOUN, guinan_VERB, knows_NOUN	89.14897400000001	7	12	4	enterprise_NOUN, enterprise_VERB, time_NOUN, space_NOUN, continuum_NOUN, find_VERB, picard_NOUN, crew_NOUN, constant_ADJ, state_NOUN, war_NOUN, knows_NOUN	c_NOUN, enters_NOUN, klingons_NOUN, guinan_VERB	88.71869	4	16	0	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, klingons, guinan, knows		86.43234	8	15	1	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, klingons, knows	guinan	94.9461	16	15	1	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, klingons, knows	guinan	95.83591	2	16	0	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, klingons, guinan, knows		94.984555	5	15	1	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, klingons, knows	guinan	92.11336	1	14	2	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, knows	klingons, guinan	96.04228	5	15	1	enterprise, c, enters, enterprise, time, space, continuum, find, picard, crew, constant, state, war, klingons, knows	guinan	90.17600999999999	1	38	0	93.75725
62	164	The Offspring	3	16	1990-03-10 0:00:00	THE OFFSPRING	The Offspring	"After returning from a cybernetics conference to the Enterprise, Data creates his own ""child,"" much to the chagrin of his captain, and without regards to the ramifications with Starfleet."	2	8	6	cybernetics_NOUN, conference_NOUN, enterprise_NOUN, data_NOUN, much_ADJ, chagrin_NOUN, captain_NOUN, regards_NOUN	returning_VERB, creates_VERB, child_ADJ, without_ADP, ramifications_NOUN, starfleet_NOUN	88.28771	14	11	3	returning_VERB, cybernetics_NOUN, conference_NOUN, enterprise_NOUN, data_NOUN, child_ADJ, much_ADJ, chagrin_NOUN, captain_NOUN, regards_NOUN, starfleet_NOUN	creates_VERB, without_ADP, ramifications_NOUN	87.71221	2	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		88.36843	4	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		92.41785999999999	6	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		93.06985	3	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		95.34526	2	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		92.97488	25	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		95.49253	5	14	0	returning, cybernetics, conference, enterprise, data, creates, child, much, chagrin, captain, without, regards, ramifications, starfleet		90.32647	1	39	0	93.88964
63	165	Sins of the Father	3	17	1990-03-17 0:00:00	SINS OF THE FATHER	Sins Of The Father	A Klingon commander comes aboard the Enterprise in an officer exchange program initiated by Starfleet, much to the chagrin of the crew.	5	8	5	commander_NOUN, aboard_ADV, officer_NOUN, exchange_NOUN, program_NOUN, much_ADJ, chagrin_NOUN, crew_NOUN	klingon_NOUN, comes_VERB, enterprise_ADJ, initiated_VERB, starfleet_ADV	86.627007	2	11	2	klingon_NOUN, commander_NOUN, comes_VERB, aboard_ADV, enterprise_ADJ, officer_NOUN, exchange_NOUN, program_NOUN, much_ADJ, chagrin_NOUN, crew_NOUN	initiated_VERB, starfleet_ADV	89.40176	6	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		84.507734	11	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		90.06356	18	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		90.78809	4	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		93.065846	5	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		88.54075999999999	7	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		94.86509600000001	13	13	0	klingon, commander, comes, aboard, enterprise, officer, exchange, program, initiated, starfleet, much, chagrin, crew		89.01536	12	28	0	92.88198
64	166	Allegiance	3	18	1990-03-24 0:00:00	ALLEGIANCE	Allegiance	Picard is kidnapped and held with three different aliens and meanwhile replaced with a replica as impostor captain.	7	6	5	three_NUM, different_ADJ, meanwhile_ADV, replica_NOUN, impostor_NOUN, captain_NOUN	picard_NOUN, kidnapped_VERB, held_VERB, aliens_NOUN, replaced_VERB	88.26583	4	9	2	picard_NOUN, kidnapped_VERB, held_VERB, three_NUM, different_ADJ, aliens_NOUN, replica_NOUN, impostor_NOUN, captain_NOUN	meanwhile_ADV, replaced_VERB	85.91666000000001	16	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		83.93920700000001	27	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		91.867495	44	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		92.18442399999999	20	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		92.27698	20	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		87.982345	14	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		93.123806	26	11	0	picard, kidnapped, held, three, different, aliens, meanwhile, replaced, replica, impostor, captain		86.65322	1	21	0	92.85723
65	167	Captain's Holiday	3	19	1990-03-31 0:00:00	CAPTAIN'S HOLIDAY	Captain'S Holiday	After mediating a difficult trade agreement, Captain Picard is encouraged to take a much needed rest on a vacationing planet, where he's visited by a strange race from the future, in search of a dangerous weapon.	49	14	6	difficult_ADJ, trade_NOUN, agreement_NOUN, captain_VERB, take_VERB, much_ADJ, rest_NOUN, planet_NOUN, strange_ADJ, race_NOUN, future_ADJ, search_NOUN, dangerous_ADJ, weapon_NOUN	mediating_VERB, picard_ADV, encouraged_VERB, needed_VERB, vacationing_VERB, visited_VERB	91.541606	122	15	5	difficult_ADJ, trade_NOUN, agreement_NOUN, captain_VERB, take_VERB, much_ADJ, needed_VERB, rest_NOUN, planet_NOUN, strange_ADJ, race_NOUN, future_ADJ, search_NOUN, dangerous_ADJ, weapon_NOUN	mediating_VERB, picard_ADV, encouraged_VERB, vacationing_VERB, visited_VERB	90.178144	53	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		93.81696000000001	128	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		96.43053	132	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		96.50292	72	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		97.358125	77	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		95.635366	42	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		96.72358	23	20	0	mediating, difficult, trade, agreement, captain, picard, encouraged, take, much, needed, rest, vacationing, planet, visited, strange, race, future, search, dangerous, weapon		93.10206	1	44	0	93.59007
66	168	Tin Man	3	20	1990-04-21 0:00:00	TIN MAN	Tin Man	The Enterprise reaches out to an alien being, while dancing around with the Romulans, who want to attack it in an act of vengeance.	93	7	3	enterprise_NOUN, alien_ADJ, around_ADV, want_VERB, attack_NOUN, act_NOUN, vengeance_NOUN	reaches_VERB, dancing_VERB, romulans_NOUN	86.289555	60	8	2	enterprise_NOUN, alien_ADJ, dancing_VERB, around_ADV, want_VERB, attack_NOUN, act_NOUN, vengeance_NOUN	reaches_VERB, romulans_NOUN	86.194694	7	10	0	enterprise, reaches, alien, dancing, around, romulans, want, attack, act, vengeance		86.4344	38	9	1	enterprise, reaches, alien, dancing, around, want, attack, act, vengeance	romulans	95.27434	36	9	1	enterprise, reaches, alien, dancing, around, want, attack, act, vengeance	romulans	96.25603000000001	12	10	0	enterprise, reaches, alien, dancing, around, romulans, want, attack, act, vengeance		93.95331	18	10	0	enterprise, reaches, alien, dancing, around, romulans, want, attack, act, vengeance		90.90538000000001	42	9	1	enterprise, reaches, alien, dancing, around, want, attack, act, vengeance	romulans	94.878924	9	10	0	enterprise, reaches, alien, dancing, around, romulans, want, attack, act, vengeance		88.973093	147	29	0	90.423626
